video_id,url,titulo,likes,dislikes,salvos,downloads,duracao,comentarios,qualidade_px,canal_id,canal_nome,canal_inscritos,categorias,palavras_chave,descricao,data_postagem,visibilidade,playlist_id,playlist_nome,idioma
lIUjXDgwnwj,https://www.youtube.com/watch?v=lIUjXDgwnwj,Top 7 truques de Humor cotidiano — edição 45,41664,793,15551,5410,00:57:20,285,1440,UC1000022396,Canal Humor cotidiano 23,670543,Finanças;Educação;Música,tutorial;aula;treino;2025,"Se este material te ajudou, compartilhe e salve para rever depois. Conteúdo em português, focado em aplicação prática e boas práticas. Neste vídeo, você vai ver top 7 truques de humor cotidiano — edição 45 com exemplos diretos. Canal: Canal Humor cotidiano 23. Novos vídeos toda semana.",2019-06-01,PUBLICO,PL100022347,Humor cotidiano — Série 3,pt-BR
wSutuPKYRJ_,https://www.youtube.com/watch?v=wSutuPKYRJ_,Erros comuns em Humor cotidiano e como evitar (46),58337,7086,9728,877,00:15:05,1845,720,UC1000022396,Canal Humor cotidiano 23,670543,Fitness;Culinária;Música,como fazer;iniciante;python;notícias;django;treino;aula,"Neste vídeo, você vai ver erros comuns em humor cotidiano e como evitar (46) com exemplos diretos. Se este material te ajudou, compartilhe e salve para rever depois. Canal: Canal Humor cotidiano 23. Novos vídeos toda semana. Conteúdo em português, focado em aplicação prática e boas práticas.",2023-05-16,PUBLICO,PL100022160,Humor cotidiano — Série 1,pt-BR
JTQvsLvfU2H,https://www.youtube.com/watch?v=JTQvsLvfU2H,Humor cotidiano na prática — episódio 47,96002,3685,24604,7901,00:06:40,10731,1080,UC1000022396,Canal Humor cotidiano 23,670543,Humor,avançado;ciência;música;games;rotina,"Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver humor cotidiano na prática — episódio 47 com exemplos diretos. Canal: Canal Humor cotidiano 23. Novos vídeos toda semana.",2020-03-20,PUBLICO,PL100022211,Humor cotidiano — Série 2,pt-BR
EVxlmOJxGal,https://www.youtube.com/watch?v=EVxlmOJxGal,  Como melhorar em Humor cotidiano (dicas rápidas) [48],6006,534,952,124,00:49:02,561,360, UC1000022396 , Canal Humor cotidiano 23  ,670543,Finanças;Música;Jogos,empreendedorismo;viagem;receita;notícias;rotina;tecnologia;2025;python,"Neste vídeo, você vai ver como melhorar em humor cotidiano (dicas rápidas) [48] com exemplos diretos. Canal: Canal Humor cotidiano 23. Novos vídeos toda semana. Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois.",2025-04-20,PUBLICO,PL100022347,Humor cotidiano — Série 3,pt-BR
9HrSLuhMBXv,https://www.youtube.com/watch?v=9HrSLuhMBXv,Erros comuns em Humor cotidiano e como evitar (49),85620,4191,16211,17301,00:23:22,1418,1080,UC1000022396,Canal Humor cotidiano 23,670543,Ciência;Notícias;Vlogs,música;economia;2025;tutorial;rotina,"Se este material te ajudou, compartilhe e salve para rever depois. Canal: Canal Humor cotidiano 23. Novos vídeos toda semana. Conteúdo em português, focado em aplicação prática e boas práticas. Neste vídeo, você vai ver erros comuns em humor cotidiano e como evitar (49) com exemplos diretos.",2025-02-03,PUBLICO,PL100022347,Humor cotidiano — Série 3,en
HVnnCuK09jt,https://www.youtube.com/watch?v=HVnnCuK09jt,Erros comuns em Humor cotidiano e como evitar (50),88133,3597,1328,23719,00:11:01,10202,720,UC1000022396,Canal Humor cotidiano 23,670543,Ciência;Notícias;Música,passo a passo;games;música;brasil;saúde;receita,"Se este material te ajudou, compartilhe e salve para rever depois. Conteúdo em português, focado em aplicação prática e boas práticas. Neste vídeo, você vai ver erros comuns em humor cotidiano e como evitar (50) com exemplos diretos. Canal: Canal Humor cotidiano 23. Novos vídeos toda semana.",2021-04-15,PUBLICO,PL100022211,Humor cotidiano — Série 2,pt-BR
jCciKN0Jn9u,https://www.youtube.com/watch?v=jCciKN0Jn9u,Top 7 truques de Humor cotidiano — edição 51,217911,18938,1879,16156,00:23:23,465,1080,UC1000022396,Canal Humor cotidiano 23,670543,Humor;Música;Culinária,humor;carreira;iniciante;tutorial;passo a passo;música;django;viagem,"Canal: Canal Humor cotidiano 23. Novos vídeos toda semana. Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver top 7 truques de humor cotidiano — edição 51 com exemplos diretos. Conteúdo em português, focado em aplicação prática e boas práticas.",2024-06-07,PUBLICO,PL100022211,Humor cotidiano — Série 2,pt-BR
6h78D8Bn1s5,https://www.youtube.com/watch?v=6h78D8Bn1s5,Como melhorar em Humor cotidiano (dicas rápidas) [52],159807,2535,3100,265,00:28:17,14500,1080, UC1000022396 , Canal Humor cotidiano 23  ,670543,Educação;Humor,empreendedorismo;django;tutorial;passo a passo;rotina;2024;aula;receita,"Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver como melhorar em humor cotidiano (dicas rápidas) [52] com exemplos diretos. Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Humor cotidiano 23. Novos vídeos toda semana.",2025-02-06,PUBLICO,PL100022211,Humor cotidiano — Série 2,pt-BR
F6fa_hcmatr,https://www.youtube.com/watch?v=F6fa_hcmatr,Humor cotidiano na prática — episódio 53,190028,5752,14298,5483,00:22:45,292,360,UC1000022396,Canal Humor cotidiano 23,670543,Finanças,viagem;treino;carreira;2024,"Conteúdo em português, focado em aplicação prática e boas práticas. Neste vídeo, você vai ver humor cotidiano na prática — episódio 53 com exemplos diretos. Canal: Canal Humor cotidiano 23. Novos vídeos toda semana. Se este material te ajudou, compartilhe e salve para rever depois.",2019-01-22,PUBLICO,PL100022347,Humor cotidiano — Série 3,es
9ifoKNkk2Dw,https://www.youtube.com/watch?v=9ifoKNkk2Dw,Top 7 truques de Humor cotidiano — edição 54,39274,2972,3122,1106,00:41:16,4152,2160,UC1000022396,Canal Humor cotidiano 23,670543,Tecnologia;Notícias,aula;review;passo a passo;saúde;dicas;humor;economia,"Neste vídeo, você vai ver top 7 truques de humor cotidiano — edição 54 com exemplos diretos. Canal: Canal Humor cotidiano 23. Novos vídeos toda semana. Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois.",2022-07-18,PUBLICO,PL100022347,Humor cotidiano — Série 3,en
uksPHgQ7SQa,https://www.youtube.com/watch?v=uksPHgQ7SQa,Humor cotidiano na prática — episódio 55,77175,1031,4532,4015,00:26:35,472,2160,UC1000022396,Canal Humor cotidiano 23,670543,Ciência;Jogos,rotina;django;saúde;review;educação;2024,"Canal: Canal Humor cotidiano 23. Novos vídeos toda semana. Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver humor cotidiano na prática — episódio 55 com exemplos diretos. Conteúdo em português, focado em aplicação prática e boas práticas.",2019-03-10,PUBLICO,PL100022347,Humor cotidiano — Série 3,pt-BR
qbEn1527JNv,https://www.youtube.com/watch?v=qbEn1527JNv,Humor cotidiano na prática — episódio 56,133766,18174,7471,1012,00:03:59,9806,1440,UC1000022396,Canal Humor cotidiano 23,670543,Música;Educação,treino;python;humor;django;música;ciência;como fazer;carreira,"Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver humor cotidiano na prática — episódio 56 com exemplos diretos. Canal: Canal Humor cotidiano 23. Novos vídeos toda semana.",2025-10-29,PUBLICO,PL100022347,Humor cotidiano — Série 3,en
ifG_p1MPGPH,https://www.youtube.com/watch?v=ifG_p1MPGPH,Como melhorar em Humor cotidiano (dicas rápidas) [57],238364,15328,15471,26713,00:44:13,11290,480,UC1000022396,Canal Humor cotidiano 23,670543,Culinária;Vlogs,viagem;carreira;2024;tecnologia;como fazer;rotina;django;notícias,"Se este material te ajudou, compartilhe e salve para rever depois. Canal: Canal Humor cotidiano 23. Novos vídeos toda semana. Neste vídeo, você vai ver como melhorar em humor cotidiano (dicas rápidas) [57] com exemplos diretos. Conteúdo em português, focado em aplicação prática e boas práticas.",2023-03-27,PUBLICO,PL100022347,Humor cotidiano — Série 3,pt-BR
Lq_NL2NRJhy,https://www.youtube.com/watch?v=Lq_NL2NRJhy,Humor cotidiano: guia completo #58,188764,2634,9838,13622,00:23:16,18463,720,UC1000022396,Canal Humor cotidiano 23,670543,Música;Finanças,como fazer;2024;aula;2025;avançado;economia;games;ciência,"Neste vídeo, você vai ver humor cotidiano: guia completo #58 com exemplos diretos. Canal: Canal Humor cotidiano 23. Novos vídeos toda semana. Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois.",2024-10-09,PUBLICO,PL100022347,Humor cotidiano — Série 3,en
1U9VMtaCaoz,https://www.youtube.com/watch?v=1U9VMtaCaoz,Humor cotidiano na prática — episódio 59,212199,25999,2555,59891,00:33:53,6507,720,UC1000022396,Canal Humor cotidiano 23,670543,Tecnologia,receita;viagem;música;rotina,"Canal: Canal Humor cotidiano 23. Novos vídeos toda semana. Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver humor cotidiano na prática — episódio 59 com exemplos diretos.",2020-09-21,PUBLICO,PL100022160,Humor cotidiano — Série 1,pt-BR
joT7ZReiWz5,https://www.youtube.com/watch?v=joT7ZReiWz5,Como melhorar em Humor cotidiano (dicas rápidas) [60],5945,449,2480,1555,00:10:21,205,720,UC1000022396,Canal Humor cotidiano 23,670543,Educação,brasil;notícias;passo a passo;tutorial;dicas;tecnologia;carreira;iniciante,"Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Humor cotidiano 23. Novos vídeos toda semana. Neste vídeo, você vai ver como melhorar em humor cotidiano (dicas rápidas) [60] com exemplos diretos. Se este material te ajudou, compartilhe e salve para rever depois.",2019-05-26,PUBLICO,PL100022160,Humor cotidiano — Série 1,pt-BR
YLs50ybwWzv,https://www.youtube.com/watch?v=YLs50ybwWzv,Erros comuns em Estudos e concursos e como evitar (1),212297,24136,6583,4038,00:06:24,15033,720, UC1000023338 , Canal Estudos e concursos 24  ,848461,Viagem,"ciência, humor, saúde, passo a passo, iniciante, review, música, como fazer","Neste vídeo, você vai ver erros comuns em estudos e concursos e como evitar (1) com exemplos diretos. Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois. Canal: Canal Estudos e concursos 24. Novos vídeos toda semana.",2020-07-02,PUBLICO,PL100023258,Estudos e concursos — Série 2,pt-BR
WoKzzi0_MrO,https://www.youtube.com/watch?v=WoKzzi0_MrO,Como melhorar em Estudos e concursos (dicas rápidas) [2],228608,4360,31101,18272,00:54:57,16009,720,UC1000023338,Canal Estudos e concursos 24,848461,Finanças,saúde;games;notícias;como fazer;tecnologia;avançado;economia;produtividade,"Conteúdo em português, focado em aplicação prática e boas práticas. Neste vídeo, você vai ver como melhorar em estudos e concursos (dicas rápidas) [2] com exemplos diretos. Se este material te ajudou, compartilhe e salve para rever depois. Canal: Canal Estudos e concursos 24. Novos vídeos toda semana.",,PRIVADO,PL100023258,Estudos e concursos — Série 2,PT-BR
dJtpcboMZpo,https://www.youtube.com/watch?v=dJtpcboMZpo,Erros comuns em Estudos e concursos e como evitar (3),116791,13110,6840,27401,00:45:17,709,1080,UC1000023338,Canal Estudos e concursos 24,848461,Viagem;Finanças;Notícias,aula;viagem;python;produtividade;como fazer;2024;2025,"Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Estudos e concursos 24. Novos vídeos toda semana. Neste vídeo, você vai ver erros comuns em estudos e concursos e como evitar (3) com exemplos diretos. Se este material te ajudou, compartilhe e salve para rever depois.",2019-05-14,PUBLICO,PL100023258,Estudos e concursos — Série 2,pt-BR
SzQxVZA6-Bn,https://www.youtube.com/watch?v=SzQxVZA6-Bn,Estudos e concursos na prática — episódio 4,214208,10205,47146,4187,00:61:00,1556,2160,UC1000023338,Canal Estudos e concursos 24,848461,Tecnologia,receita;review;saúde;2025;educação;2024;humor,"Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver estudos e concursos na prática — episódio 4 com exemplos diretos. Canal: Canal Estudos e concursos 24. Novos vídeos toda semana. Conteúdo em português, focado em aplicação prática e boas práticas.",2022-04-19,PUBLICO,PL100023196,Estudos e concursos — Série 1,pt-BR
R2NNC_8i6iD,https://www.youtube.com/watch?v=R2NNC_8i6iD,Como melhorar em Estudos e concursos (dicas rápidas) [5],249278,39883,33652,10987,00:04:51,18258,1440,UC1000023338,Canal Estudos e concursos 24,848461,Jogos,como fazer;viagem;saúde;2024;produtividade;python;iniciante,"Canal: Canal Estudos e concursos 24. Novos vídeos toda semana. Neste vídeo, você vai ver como melhorar em estudos e concursos (dicas rápidas) [5] com exemplos diretos. Se este material te ajudou, compartilhe e salve para rever depois. Conteúdo em português, focado em aplicação prática e boas práticas.",2020-05-25,PUBLICO,PL100023352,Estudos e concursos — Série 3,pt-BR
s18Lt89QnOC,https://www.youtube.com/watch?v=s18Lt89QnOC,Erros comuns em Estudos e concursos e como evitar (6),172309,4481,9665,30931,00:52:06,1183,1080,UC1000023338,Canal Estudos e concursos 24,848461,Viagem;Humor,educação;tecnologia;aula;viagem,"Neste vídeo, você vai ver erros comuns em estudos e concursos e como evitar (6) com exemplos diretos. Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Estudos e concursos 24. Novos vídeos toda semana. Se este material te ajudou, compartilhe e salve para rever depois.",2024-10-22,PUBLICO,PL100023258,Estudos e concursos — Série 2,es
KEAmklOWONd,https://www.youtube.com/watch?v=KEAmklOWONd,Estudos e concursos na prática — episódio 7,101407,4101,676,320,00:49:51,3349,480,UC1000023338,Canal Estudos e concursos 24,848461,Música,viagem;review;brasil;economia;como fazer;aula,"Canal: Canal Estudos e concursos 24. Novos vídeos toda semana. Se este material te ajudou, compartilhe e salve para rever depois. Conteúdo em português, focado em aplicação prática e boas práticas. Neste vídeo, você vai ver estudos e concursos na prática — episódio 7 com exemplos diretos.",2023-06-23,PUBLICO,PL100023258,Estudos e concursos — Série 2,pt-BR
E4kLLPINzda,https://www.youtube.com/watch?v=E4kLLPINzda,Erros comuns em Estudos e concursos e como evitar (8),169274,5520,59077,30728,00:20:51,2404,1080,UC1000023338,Canal Estudos e concursos 24,848461,Jogos;Tecnologia;Finanças,review;treino;2025;2024;música,"Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver erros comuns em estudos e concursos e como evitar (8) com exemplos diretos. Canal: Canal Estudos e concursos 24. Novos vídeos toda semana. Conteúdo em português, focado em aplicação prática e boas práticas.",2021-09-19,PUBLICO,PL100023352,Estudos e concursos — Série 3,pt-BR
T7WZh6hxRc6,https://www.youtube.com/watch?v=T7WZh6hxRc6,Erros comuns em Estudos e concursos e como evitar (9),112114,6333,23404,1478,00:49:35,670,360,UC1000023338,Canal Estudos e concursos 24,848461,Finanças;Viagem,receita;humor;viagem;2024;aula;treino;iniciante,"Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver erros comuns em estudos e concursos e como evitar (9) com exemplos diretos. Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Estudos e concursos 24. Novos vídeos toda semana.",2021-11-29,PUBLICO,PL100023258,Estudos e concursos — Série 2,pt-BR
z3KAOXgaait,https://www.youtube.com/watch?v=z3KAOXgaait,Estudos e concursos: guia completo #10,236368,3462,14203,36136,00:09:18,23295,2160,UC1000023338,Canal Estudos e concursos 24,848461,Ciência;Humor;Culinária,passo a passo;carreira;review;rotina;ciência;música;2025,"Canal: Canal Estudos e concursos 24. Novos vídeos toda semana. Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver estudos e concursos: guia completo #10 com exemplos diretos.",2025-10-09,PUBLICO,PL100023352,Estudos e concursos — Série 3,pt-BR
j7U61bne34O,https://www.youtube.com/watch?v=j7U61bne34O,Estudos e concursos na prática — episódio 11,33067,1254,1417,4246,00:42:57,1045,360,UC1000023338,Canal Estudos e concursos 24,848461,Notícias;Jogos,saúde;2024;passo a passo;ciência,"Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver estudos e concursos na prática — episódio 11 com exemplos diretos. Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Estudos e concursos 24. Novos vídeos toda semana.",2020-04-18,PUBLICO,,,pt-BR
-2xSRF-2Vil,https://www.youtube.com/watch?v=-2xSRF-2Vil,Top 7 truques de Estudos e concursos — edição 12,230200,7164,55556,22122,00:08:31,3595,1080,UC1000023338,Canal Estudos e concursos 24,848461,Vlogs,música;economia;iniciante;brasil,"Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver top 7 truques de estudos e concursos — edição 12 com exemplos diretos. Canal: Canal Estudos e concursos 24. Novos vídeos toda semana. Conteúdo em português, focado em aplicação prática e boas práticas.",2024-12-31,PUBLICO,,,pt-BR
KpDQdyzKZb8,https://www.youtube.com/watch?v=KpDQdyzKZb8,Como melhorar em Estudos e concursos (dicas rápidas) [13],155387,16548,29219,9691,00:30:12,9980,2160,UC1000023338,Canal Estudos e concursos 24,848461,Finanças;Culinária,rotina;ciência;humor;saúde,"Canal: Canal Estudos e concursos 24. Novos vídeos toda semana. Neste vídeo, você vai ver como melhorar em estudos e concursos (dicas rápidas) [13] com exemplos diretos. Se este material te ajudou, compartilhe e salve para rever depois. Conteúdo em português, focado em aplicação prática e boas práticas.",2020-03-09,PUBLICO,,,es
-8JfShBiRiA,https://www.youtube.com/watch?v=-8JfShBiRiA,Como melhorar em Estudos e concursos (dicas rápidas) [14],200316,24472,11544,21182,00:48:19,14051,2160,UC1000023338,Canal Estudos e concursos 24,848461,Música;Finanças;Vlogs,avançado;saúde;ciência;passo a passo;2025;humor,"Se este material te ajudou, compartilhe e salve para rever depois. Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Estudos e concursos 24. Novos vídeos toda semana. Neste vídeo, você vai ver como melhorar em estudos e concursos (dicas rápidas) [14] com exemplos diretos.",2021-09-03,PUBLICO,PL100023352,Estudos e concursos — Série 3,pt-BR
FHld2V6r51W,https://www.youtube.com/watch?v=FHld2V6r51W,Como melhorar em Estudos e concursos (dicas rápidas) [15],110574,1396,53608,1614,00:17:07,7638,480,UC1000023338,Canal Estudos e concursos 24,848461,Vlogs;Ciência,django;iniciante;avançado;review;tutorial;viagem;educação,"Canal: Canal Estudos e concursos 24. Novos vídeos toda semana. Conteúdo em português, focado em aplicação prática e boas práticas. Neste vídeo, você vai ver como melhorar em estudos e concursos (dicas rápidas) [15] com exemplos diretos. Se este material te ajudou, compartilhe e salve para rever depois.",2020-05-14,PUBLICO,PL100023352,Estudos e concursos — Série 3,pt-BR
hbBJeFQx9o-,https://www.youtube.com/watch?v=hbBJeFQx9o-,Estudos e concursos na prática — episódio 16,180219,8861,6944,352,00:30:50,4.611,1080,UC1000023338,Canal Estudos e concursos 24,848461,Jogos;;Tecnologia;;Finanças;;,saúde;rotina;games;ciência;humor;empreendedorismo,"Neste vídeo, você vai ver estudos e concursos na prática — episódio 16 com exemplos diretos. Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois. Canal: Canal Estudos e concursos 24. Novos vídeos toda semana.",2022-12-03,PUBLICO,PL100023352,Estudos e concursos — Série 3,pt-BR
T79kmLl6L1i,https://www.youtube.com/watch?v=T79kmLl6L1i,Top 7 truques de Estudos e concursos — edição 17,14197,2412,1449,2902,00:07:34,166,2160,UC1000023338,Canal Estudos e concursos 24,848461,Música;Culinária;Vlogs,treino;humor;rotina;python;brasil;educação;produtividade;carreira,"Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Estudos e concursos 24. Novos vídeos toda semana. Neste vídeo, você vai ver top 7 truques de estudos e concursos — edição 17 com exemplos diretos. Se este material te ajudou, compartilhe e salve para rever depois.",2019-03-27,PUBLICO,,,en
QhDgOrHmmIv,https://www.youtube.com/watch?v=QhDgOrHmmIv,Estudos e concursos: guia completo #18,192501,13336,6238,29223,00:15:44,13748,1440,UC1000023338,Canal Estudos e concursos 24,848461,Viagem;Jogos,python;tutorial;2025;empreendedorismo;tecnologia;carreira;humor,"Se este material te ajudou, compartilhe e salve para rever depois. Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Estudos e concursos 24. Novos vídeos toda semana. Neste vídeo, você vai ver estudos e concursos: guia completo #18 com exemplos diretos.",2025-05-12,PUBLICO,PL100023258,Estudos e concursos — Série 2,pt-BR
OA24Yis50-W,https://www.youtube.com/watch?v=OA24Yis50-W,Estudos e concursos na prática — episódio 19,29762,7023,2457,3309,00:52:14,287,2160,UC1000023338,Canal Estudos e concursos 24,848461,Tecnologia,viagem;2024;educação;rotina;tecnologia;ciência,"Neste vídeo, você vai ver estudos e concursos na prática — episódio 19 com exemplos diretos. Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Estudos e concursos 24. Novos vídeos toda semana. Se este material te ajudou, compartilhe e salve para rever depois.",2021-09-30,PRIVADO,,,pt-BR
geQfNgdwJn5,https://www.youtube.com/watch?v=geQfNgdwJn5,Estudos e concursos: guia completo #20,56341,2060,3991,8134,00:15:51,612,2160,UC1000023338,Canal Estudos e concursos 24,848461,Fitness,avançado;humor;tecnologia;django,"Canal: Canal Estudos e concursos 24. Novos vídeos toda semana. Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver estudos e concursos: guia completo #20 com exemplos diretos.",2023-05-31,PUBLICO,PL100023258,Estudos e concursos — Série 2,pt-BR
Lswmen_r_Ir,https://www.youtube.com/watch?v=Lswmen_r_Ir,Estudos e concursos: guia completo #21,185738,2847,100483,648,00:50:58,27645,480,UC1000023338,Canal Estudos e concursos 24,848461,Música,iniciante;educação;tutorial;ciência;viagem,"Neste vídeo, você vai ver estudos e concursos: guia completo #21 com exemplos diretos. Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Estudos e concursos 24. Novos vídeos toda semana. Se este material te ajudou, compartilhe e salve para rever depois.",2019-11-25,PUBLICO,PL100023352,Estudos e concursos — Série 3,pt-BR
OlYYv9lJS9g,https://www.youtube.com/watch?v=OlYYv9lJS9g,Erros comuns em Estudos e concursos e como evitar (22),82946,17409,28409,14282,00:12:07,13887,480,UC1000023338,Canal Estudos e concursos 24,848461,Finanças;Jogos,django;review;educação;humor;ciência;como fazer;passo a passo,"Canal: Canal Estudos e concursos 24. Novos vídeos toda semana. Neste vídeo, você vai ver erros comuns em estudos e concursos e como evitar (22) com exemplos diretos. Se este material te ajudou, compartilhe e salve para rever depois. Conteúdo em português, focado em aplicação prática e boas práticas.",2024-07-10,PUBLICO,PL100023258,Estudos e concursos — Série 2,pt-BR
baqv42uJNRx,https://www.youtube.com/watch?v=baqv42uJNRx,Erros comuns em Estudos e concursos e como evitar (23),132585,19019,10,696,00:15:58,16284,1440,UC1000023338,Canal Estudos e concursos 24,848461,Educação;Notícias;Fitness,humor;economia;notícias;carreira;avançado;viagem;produtividade,"Canal: Canal Estudos e concursos 24. Novos vídeos toda semana. Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver erros comuns em estudos e concursos e como evitar (23) com exemplos diretos.",2025-02-01,PUBLICO,PL100023352,Estudos e concursos — Série 3,pt-PT
-IywaAsvWZ8,https://www.youtube.com/watch?v=-IywaAsvWZ8,Estudos e concursos: guia completo #24,169914,15415,32185,18805,00:23:22,12665,720,UC1000023338,Canal Estudos e concursos 24,848461,Educação,aula;iniciante;viagem;python;avançado;2024;dicas;rotina,"Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois. Canal: Canal Estudos e concursos 24. Novos vídeos toda semana. Neste vídeo, você vai ver estudos e concursos: guia completo #24 com exemplos diretos.",2020-09-06,PUBLICO,PL100023258,Estudos e concursos — Série 2,en
jru1YNEVaJO,https://www.youtube.com/watch?v=jru1YNEVaJO,Como melhorar em Estudos e concursos (dicas rápidas) [25],193753,14533,18774,9875,00:46:01,27648,480,UC1000023338,Canal Estudos e concursos 24,848461,Ciência,saúde;django;python;dicas;2024;brasil,"Canal: Canal Estudos e concursos 24. Novos vídeos toda semana. Neste vídeo, você vai ver como melhorar em estudos e concursos (dicas rápidas) [25] com exemplos diretos. Se este material te ajudou, compartilhe e salve para rever depois. Conteúdo em português, focado em aplicação prática e boas práticas.",2024-05-25,PRIVADO,PL100023258,Estudos e concursos — Série 2,pt-BR
2Io6EX9FCzF,https://www.youtube.com/watch?v=2Io6EX9FCzF,Top 7 truques de Estudos e concursos — edição 26,51299,8634,7038,3444,00:38:39,3264,1440,UC1000023338,Canal Estudos e concursos 24,848461,Finanças;Culinária;Jogos,review;django;2024;brasil;viagem;python;games;humor,"Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver top 7 truques de estudos e concursos — edição 26 com exemplos diretos. Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Estudos e concursos 24. Novos vídeos toda semana.",2020-08-04,PUBLICO,PL100023352,Estudos e concursos — Série 3,pt-BR
E9-DUrodWGZ,https://www.youtube.com/watch?v=E9-DUrodWGZ,Estudos e concursos: guia completo #27,174822,3417,23135,40422,00:50:28,8866,1080,UC1000023338,Canal Estudos e concursos 24,848461,Culinária;Humor,educação ; tecnologia ; python ; como fazer ; brasil ; passo a passo ; tutorial ;   ,"Neste vídeo, você vai ver estudos e concursos: guia completo #27 com exemplos diretos. Se este material te ajudou, compartilhe e salve para rever depois. Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Estudos e concursos 24. Novos vídeos toda semana.",2024-02-15,PUBLICO,PL100023258,Estudos e concursos — Série 2,pt-BR
4D9jifT4H3D,https://www.youtube.com/watch?v=4D9jifT4H3D,Estudos e concursos na prática — episódio 28,8651,708,175,646,00:18:29,60,360,UC1000023338,Canal Estudos e concursos 24,848461,Música;Humor;Culinária,brasil;empreendedorismo;saúde;notícias;2024;treino,"Canal: Canal Estudos e concursos 24. Novos vídeos toda semana. Conteúdo em português, focado em aplicação prática e boas práticas. Neste vídeo, você vai ver estudos e concursos na prática — episódio 28 com exemplos diretos. Se este material te ajudou, compartilhe e salve para rever depois.",2025-10-16,PUBLICO,PL100023258,Estudos e concursos — Série 2,pt-BR
kBsMcZEU8xH,https://www.youtube.com/watch?v=kBsMcZEU8xH,Erros comuns em Estudos e concursos e como evitar (29),105632,19641,31182,26000,00:46:05,5288,360,UC1000023338,Canal Estudos e concursos 24,848461,Vlogs,brasil;educação;empreendedorismo;avançado;notícias,"Neste vídeo, você vai ver erros comuns em estudos e concursos e como evitar (29) com exemplos diretos. Canal: Canal Estudos e concursos 24. Novos vídeos toda semana. Se este material te ajudou, compartilhe e salve para rever depois. Conteúdo em português, focado em aplicação prática e boas práticas.",2024-11-19,PUBLICO,PL100023352,Estudos e concursos — Série 3,pt-PT
23uIOcPiIdN,https://www.youtube.com/watch?v=23uIOcPiIdN,Top 7 truques de Estudos e concursos — edição 30,198058,7323,39803,17905,00:16:24,21075,480,UC1000023338,Canal Estudos e concursos 24,848461,Fitness;Viagem,treino;review;empreendedorismo;tutorial;saúde;música;carreira;produtividade,"Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver top 7 truques de estudos e concursos — edição 30 com exemplos diretos. Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Estudos e concursos 24. Novos vídeos toda semana.",2020-09-04,PUBLICO,PL100023258,Estudos e concursos — Série 2,pt-BR
